idx,sentence,label
13446,"Hello, I was given this CD by a co-worker who wanted to Clay Forward with proceeds to go to the Aiken Foundation. I tried to be objective and as one who listens avidly to Streisand, Groban, and I am also a New Yorker who attends Broadway Plays, and the Opera, I was very optimistic. Clay Aiken is still young and has time to develop his voice. I was not impressed by this disc at all. It is light and popsy and not a very good first showing. I wish this young man luck in the future, he'll need it unless he gets better production help. If not, maybe I will catch him in one of the Broadway shows that I attend. He is at least THAT good.Thanks for the CD Sylvia.",0
13447,"This book is exactly the same as the Nightingale Conant audio program 'The Psychology Of Achievement,' however at a muchmore agreeable price. Depending on your favoured learning style, buy either the book or the audio program. Brian Tracy'sstory has been told too many times for me to repeat, however this book has a good heart.",1
13448,"I returned it. Perhaps the people who designed this thing never actually used it. The bottom tier is fine. The holders on the rest of the tiers are much smaller (in circumference), not adjustable and don't hold standard size cupcakes, even baked in Wilton's own paper cupcake liners. If you smoosh the cupcakes together they'll sort of hold each other in place. Or you could 'glue' each of the upper cupcakes in place with a little icing. Plus, the tiers are too close together, so the icing must be simple and low, or you must angle the cupcakes outward, which means the icing had better be stiff and the decorations very secure. Angle them out too far and the weight of the icing makes them topple out. Altogether too much fuss.",0
13449,"For her thirteenth birthday in 1835, Lucinda Lawrence of Gonzales, Texas, recieves a diary from her grandmother. Lucinda loves the gift, and immediatley begins writing in it. Her diary of the next several months will tell about many important events in the Texas Revolution, including the Alamo, Goliad, San Jacinto, and the ""Runaway Scrape,"" when Lucinda, her family, and other Texan families fled for the U.S. border with the Mexicans on their heels. Lucinda's diary was one of my favorite Dear America books. It was very well written and gave a young girl's perspective on the Texas Revolution.",1
13450,"Great product, this hard hat fit my 4-year-old grandson perfectly. An option to add a name would be nice, I stenciled his name in by hand. Excellent product for the price.",1
13451,"This game is sooo fun! My husband and I enjoy playing it a lot. But one small problem - after playing about 6 or 7 games some of the dice were so scratched you could hardly read the letters anymore. The image is only on the surface of the dice and scratches off. I'd like to order another set, but they would scratch too. Hope they fix this problem!",0
13453,"The plain, unfettered language of this book demystified Signals and Controls for me. The examples and applications in MATLAB are direct and meaningful. This book will be the first place I look for information about signal processing in the future.",1
13454,"Well, where did Sega come up with this? The rod is uncomfortable and has a very unreal feel when bass fishing. Most of your movements arent even sent to the game, giving the user not much to work with. You would think that if there was a fish on your line the reeling would get stonger, but it doesn't, the only thing this controller does is vibrate. I prefer the regular controller over this worthless piece of plastic. DO NOT SPEND THE MONEY ON THIS!I am yet to try the rod made by InterAct (I believe that's the other manufacture) So I am not going to comment on that one.",0
13456,"Given that Krups does a good job on coffee makers, we expected this burr grinder to be good. Unfortunately, it was terrible. It ground a small amount of beans, then just quit feeding them down into the grinder. It would keep spinning until the timer ran its course, but would not grind any more beans. I spoke at some length with a Krups customer service representative, and all he could conclude was that the grinder must be defective. We returned it and bought another, this time from a local store. The second grinder had exactly the same problem. So we gave up on it and will not try a third Krups grinder. We've had a Braun burr grinder for years. It's noisy as the dickens and a bit of a nuisance to empty, but at least it does the job. Unfortunately, Braun no longer seems to have a burr grinder on the market. So we'll upgrade to a better model, as soon as we can find one under $200 that does not seem to have serious reported drawbacks.",0
13457,i bought this for a camping trip. im so glad that i did because it rained almost the whole time. this stove is really reliable and starts up the first time every time. i would buy this again.,1
13458,"The series gets worse and worse. Goes from an important problem (drugs) and somewhat decent movie, to a not so important problem (carjackings) and not so good movie to a really not important one (steroids? seriously, come on) and awful movie, to one that was a fraction of the first and second ones (Just gangs) and a movie you'd need a gun to my head to make me watch. I just hope they continue the series with a secret cd burning organization, or maybe just counterfeit purses. I'm sure whatever they do it'll go straight to video yet again.",0
13460,"Time is a funny thing. In time so much happens and there was a saying I always heard growing up ""Time Will Tell"". In this book, the author shows us that over time people can change, or they can stand still. Over time, the 3 main characters friendship blossoms as they struggle in college, relationships, family, etc. Over time, they met their goals. Sometimes it did not work out the way they expected and in other times there were unexpected surprises. I thought this book was very good. Aside for the editing errors, it was an easy quick read",1
13461,"Great song writing, Joe Ely producing, and especially David Grissom on guitar; it all comes together with tunes that stick in my head for years!",1
13462,"The iTrip I bought was not compatible with the iPod video I had. It was designed for an older version, but the information provided on the web was not enough to know that.",0
13463,"I bought this book recently and enjoyed reading it very much. Miss Locke tells a good story full of interesting details of her life. She made a compelling case for her side of the story with Clint, of whom I am a fan, but now, I am also a fan of hers.",1
13464,"This phone is a waste of money. It works fine while it is still under warranty - 90 days, but after that it has a short and you cannot receive incoming calls, place outgoing calls, caller ID does not work, but the phone still rings. Not to mention draining 4 AA batteries in one week. This was by far the worst purchase made on-line.",0
13465,"A long time ago, i read about this cd and thought i needed to get it. More than ten years have passed by and it is understandingly still one of my favourites.Like the young say, all filler no killer.While listening to it today, which i often do, I still feel those shivers down my spine. it's not something you listen to while driving or while doing things around the house. it's definitely best appreciated at night, when the silence is so loud, and you almost feel like being in a pub listening to the southernaires live.At some point or the other, you can't dislike this cd. it sounds like a cross between 'the pogues' and early 'simply red', and that can't be bad at all.",1
13466,Didn't play good at all and couldn't watch the movie so I was disappointed with the viewing would like a refund in my account to view another movie,0
13467,"I had high hopes for an organic brew. I was at the hop addition stage and after snipping open the hop bag I was greeted with some old, not very fragrant hops. Turned out they were 2006 and not well stored. At that stage of the brew you have no choice but to use them if you don't happen to have a back up supply.Sadly I have 5 gallons of drinkable but bland beer. The response of Seven Bridges - sorry someone should have pulled the old hops from the kits! I am going to toss some leftover hops from a different batch into the keg and see if I can perk it up a tad.Moral here is to buy from suppliers that have higher turnover of the ingredients and check your ingredients carefully before the brew day.",0
13469,I loved Kristen Stewart as Snow White. Charlize Theron is also a seriously great witch. Chris Hemsworth is also great,1
13471,This book is absolutely amazing! Could NOT put it down! I finished it in only 3 days. Amazing. Brilliant writing style. You really pull for the main character and want to see her succeed.,1
13472,"A novel with another buried lesson by the authorof the widely read ""Zen And The Art Of MotorcycleMaintenance."" A lesson buried deep in a storythat inquiries into the essence of quality in aperson. The lesson is about the way stability inthe form of structure complements dynamic growth.For me the lesson explains why the structuredasynchronous computer conference is such a dynamicincubator of insight and new ideas. When you getit, the lesson helps explain why the collaborativefiltration of differentiated minds in computerenabled virtual assembly integrates into suchpowerful displays of complexity capable ofproducing extraordinary outcomes. Read this greatstory after you have experienced asynchronousconferencing, and see if you don't make the sameconnection. - Dick Canfield",1
13474,"This bag is very small. My Canon 20D fits nicely with a small lens, but you cannot fit more than one lens with the camera body. We kept the bag for informal use when we only need the body and one lens to avoid always having to carry a bulky bag.",0
13475,"I used this amp to power a pair of Anthony Gallo Micro Ti speakers, used the powered Gallo Sub. This amp is perfect for the hidden installation, and the primary connection is to an iPod doc with sVideo to the HDTV to view the choices on the iPod, and to make playlists with out connecting back up to the PC. The second input to the amp, the one that takes over when powered up and providing a signal is connected to a universal disc player, for stereo playback of cd's, and DVD audio. The AMP is quite small, and fits in the corner shaped cabinet that had a very limited depth issue for the electronics components.",1
13477,"This was the absolute WORST movie I have ever seen. I actually warn people in the video store when I see them about to rent it. One guy rented it despite my warning and the next time I ran into him he said he wished he'd listened to me. WHO TOLD MILLA JOVOVICH SHE COULD ACT????????????Awful, awful movie.",0
13478,"I had a lens pop out soon after purchasing, while walking, and crack on the floor.Seller stopped returning emails when I started to ask about warranty. I just want to get this fixed, bad customer service....",0
13479,"These two containers are made of hard acrylic and hold up to drops, not scratches or breaks in the surface. I actually use one for Cotton Balls and the other one for my daughter's pony tale holders. Can be used for many uses.",1
13480,"A serious handbook for the beginer as well as the more advanced. It is knowledgeble and well worth the investment. Just an addded note about Plumerias rooting in water: I have kept one in a jar of water for several years. It roots, develops branches and then w/a little food does extremely well.",1
13481,It is a great accumulation of very sexy stories. Nothing for weak minds.If you are into S&M; you'll love it.,1
13482,This book is actually not bad for personal reading and course requirement. I did enjoy the book and it was very practical meeting the course objectives.,1
13483,"What a wonderful book to tell the story behind some of the flowers in our garden. Lightly written, easy to read and very enjoyable. Well worth the price and the read. A book you will return to and share.",1
13484,One of the straps pulled loose from the chair the first time it was used. Another strap has come partially loose as well and this is just from one time use.,0
13485,"I was raised on horror movies, and Romero's ""Dead"" trilogy in particular. Naturally, when I got a DVD player, this was one of the first films that I wanted. Thankfully, I took this edition out of the library rather than purchasing it, because I would have kicked myself forever for buying it. My advice? Go for another edition with more extras, or buy the VHS version. It's not worth the money. I only gave this one star because the computer kicked it back without a rating.",0
13486,This movie is predictibly similar to Misery without any suspense or interesting plot developments. The box art for this movie is also misleading as it shows a girl locked up in a small cage. In fact it is simply a spacious jail cell that some crooked cop has in his basement. A made for Showtime movie.,0
13487,"The movie starts kind of slow and then once over half way through the film you finally get to what it was supposed to be about, protecting a criminal who will offer lots of money to anyone who can save him. If I can recall correctly, the first half of the movie has nothing to do with this. Disappointed with it since was hoping for more I guess with the movie getting a lot of attention on either Cinemax or HBO where it's played often. Then the ending I thought was kind of strange as well. Nonetheless, it could satisfy the average action buff.Peter J. Miller",0
13488,"I ordered three of these tops, a bit nervous about the sizing. I'm usually not a fan of ""all size fits all"" due to my bust size (G cup). I tried them on and they fit well. Even for larger, full-busted women, these shirts stay up with no tugging needed. They are perfect for under those low-cut blouses. I'll be getting more.",1
13490,"Big improvement over the previous generation of Sony 900 MHz headphones. Range is not quite as great, but levels of quality and comfort are higher. Never needs adjusting for signal fade.",1
13491,"I was extremely disappointed when I opened the lamp package. The ""glass"" part looks like shiny plastic and the dragonflies are painted on in a not very careful way so the base shows through. I wish I had purchased either a bean pot style mica shade lamp with a metal base or had sprung for a more expensive better looking one. I would like to send it back but another review of a similar lamp said the shipping was approx. $46.00 to return the thing. There are two pull chains which can turn on and off the 40 watt bulbs. There is also a cord switch which will turn on/off the two bulbs AND the base-but the lamp cannot be turned on with only the upper light bulbs which is a shame because the base is the disappointing part.",0
13492,"Lost in shipment, but Amazon supplied a speedy refund because the item was no longer available. I would definitely purchase this again when available. I have purchased this item in the past and I was always satisfied 100%.",0
13494,"This product is awesome!! i likedi t very much. Easy to use, But make sure you have the drivers installed before pluging webcam. Works great with drivers and you can control the Video effectively. Awesome!!",1
13495,"I bought this because I thoroughly enjoy Frank Wildhorn's work. It is somewhat true to what one would expect from the creator of The Scarlet Pimpernel and Jekyl and Hyde but mostly it is a completely independent experience. My biggest complaint was that I am not a country music fan and Civil War is full of it. All in all I would say this is a stirring, unique and surprising oratorio from Frank Wildhorn who shows some greater depth in research yet lesser depth in composition.",0
13496,"I bought this heart monitor on the recomendation of a friend who has one. Unfortunately the company (Joma) did not allow for a size selection. They sent a M which would not fit me. I called the customer service number to try and exchange it for a larger size. It took 25 min to get through only to be told that was ""the only one we had"". I then asked how to go about returning it, and was told I had to print out a form and mail it in for a ""return code"". However they only allow returns 30 days from when they shipped it to me, and since they took 3 weeks to get it here, and a week to respond to my email so that time is gone now. I would strongly recommend trying a different vendor of the item. Which looks like it would work great...if only it was my size.",0
13497,"This book was not what I expected. Im 20 years old and I loved it. I recommend it to any girl/woman that wants to see things from a really different prospective. It will make you laugh and educate you at the same time. Trust me this book is good from beggining to end. I loved it. Talks about everything us girls go through. From work, to dating, to dealing with relatives, to beauty and health, and all about standing up for yourself.",1
13498,"A PAST REWIEW: -shes not talented and a 1-hit-wonder...not even for a song, but for the album. all her singles flopped, but the radio played made the album a hit. lohan, your over...stick to acting...CAUSE YOUR NOT MUSICALLY TALENTED AT ALL....! your as over as your flopped single ""over""! d**k bag LOHAN!MY REPLY: -DAMN STRAIT! The album was her only music hit and ""Rumors"" was very minor...not even a hit! ""Over"" was a totaly flop! She isn't even musically talented...dumb ""wannabe popular"" stupid white (...).",0
13501,"I purchased this from Home depot (for MORE money), for our work's parking lot. this light NEVER has stopped working!!Even through the coldest winters..Just today I noticed it was not lit, I took it out ans 2 of the quad tubes are burned out.. but this after at least 2 YEARS of running! I am getting a new bulb for under 8 bucks here at Amazon! (or you can get it locally it is bulb 9142B)The only ""complaint"" I have is that bugs get in and die at the base so it needs cleaning at times.. but besides that BUY IT!Jim",1
13502,"I ordered this book, more out of curiosity than anything else. And when it finally came in the mail, I hurriedly opened the package, ran some water and dropped the book in the tub. Wow, it really is waterproof. Then I locked the door, poured in some bubbles and salts and got ready for what I thought would be sheer heaven in a book. The stories weren't as good as I hoped. But it was waterproof. I tried to get my Boyfriend to jump in the tub and share in the good times but the stories bored him. If it wasn't waterproof, it wouldn't have got a four. But i am so sick of dropping paperbacks in the tub, this remedies the problem. I see they have a second edition out, I'm hesitant to buy it. I'm also weak willed, so i probably will. I'll let you know how it turns out.",1
13503,"I got this camera to upgrade my point and shoot camera. I was mainly going to use it to take pictures of my models (architecture models) then realized I can use it for much more than that. Getting this device made me want to explore the world of photography. For the quality and how fast the shutter speed is, it's definitely worth the price. I would recommend this for people who are looking to start off in a DSLR camera and who is willing to upgrade their point and shoot camera. Note: READ THE MANUAL FIRST BEFORE USING! I love the quality of the photos and this camera. Great buy! Fits comfortably in hand and not too heavy. I would say...low medium to medium weight.",1
13505,I loved this one as much as the first. More action in this story. This story was different than I expected after reading the first book but enjoyed it enormously.I loved the way it was based on a real person and could transport myself to the time and place of the story.Can't wait to see what comes out next from this new and exciting writer.,1
13506,Cleans good but the tiny dirt compartment needs dumping after 10 minutes of vacuuming and the filter needs cleaning every 3-4 times you use the machine. Cleaning the filter is a big messy job that takes about 30 minutes to do properly.I wish i would have purchased one with a bag!!!update: died after one year of weekly use.,0
13507,"This is a very cool game!YOu have a whole lot of moves,the graphics are great,and the moves are ver,very easy to learn.It starts from the sayain saga to the android saga.You can unlock people and their moves.Some moves are kinda bad,but other moves will make up for it.IF you are a Dragonball z fan,Then GET THIS GAME!!!!!!!!",1
13508,"The book covers how men and women are portrayed in images, and sometimes statues, not just in museums or in books, but by society as a whole, from ancient times to the modern period. Or at least up to the late 90s when the book was first published. The author was not able to get permission to use all the images she wanted, so the book sometimes explores and examines a piece of work that is no in the back. Still, a wonderful study if a tad dry and sometimes with a dusty feel. In other words, it seems outdated and much of the information seems still in the process of being worked on and polished. The imagery of early man has changed greatly in just the past ten years and there are now many images, museum displays, and books out there that could take a whole another book to discuss and debate about.",1
13509,"Despite three attempts at installing this product under W98SE (updated) on one machine, and once on another, including adding QuickClean online updates, this product failed to operate properly.A couple of hours on McAfee's online chat tech support produced only repetitive instructions to keep reinstalling, then the techie cut off the session. Earlier he stated McAfee does not replace defective product.Additionally, there, are many key places where the sparse printed manual, and the online help do not agree with the runtime software.Thus, we cannot suggest this program as useful for undoing application installations, or its other functions. Perhaps it does work if you can get a working installation disk, but don't expect to get one from the manufacturer.",0
13510,"This is a case of great episodes shame about the quality of the transfer. I had been awaiting the release of these on DVD for a long time and was thrilled when they were released but.... on receipt I discovered the DVD's were unwatchable. Previously, I had recorded all the episodes from TV onto VHS and the sound and picture were 10x better than the DVD which was overexposed and so hissy you could hardly hear what was being said. To summarise, don't waste your money. I hope these are properly remastered and restored onto DVD by another studio to do the series justice. If so, I will be amongst the first in the queue to buy!",0
13511,"After the guys at our local bike sold my wife a seat that they swore was exactly what she needed for a 320 mile trip, she tried it and couldn't use it more than 8 miles. I bought her this seat. She rode the whole trip on this seat and didn't have any pain or chafing. Several members of our group wanted her seat after a few days! For reference, she is 32 years old, 115 pounds, and in pretty great shape.",1
13512,"I believe this book is one of Sherrilyn Kenyon's best of the Dark Hunter series. I love the strong female (Tabitha) character and she can fight together with the rest of the Dark Hunters, in spite of her being human and mortal. And off course, I love the hero Valerius, the Roman General turned Dark Hunter. Very enjoyable good reading.",1
13513,"I have always adored Sesame Street. I was 12 when this came out so past ""Elmo Prime"", but I still enjoyed it then and love it now. It's light and fluffy, and super cute. The songs are catchy and it's just a terrific flick.",1
13514,"I enjoy Dylan, but this album is incredibly BAD. The Jewish kid from Minnesota does his best to sound like an aged Negro blues man from the Delta, but just sounds like a toothless drunk singing with a clothes-pin over his nose. This is hilariously awful, but judging from all the positive reviews, it just goes to show yet again that once you've reached the pinnacle,_anything_you produce will be met with general acclamation, no matter how far your talent has degraded.",0
13515,"Piece of junk. Very unreliable, poorly designed and cheaply slapped together. DVDs will either stutter and skip or, after a while, the player will not read any disks at all. Total rip off. Garbage like this should not be allowed on the market.",0
13516,"This video has very very poor production values in comaprison to the Living Arts Series. The lighting in the warm up is not good, and creates strange shadows. The warm up itself is quite long and repetitive, and drained my enthusiasm for the exercises to come. It is very difficult to follow a video where one must move in a very exact fashion, but do the exact opposite of what is being shown on the screen. I lost interest and could not integrate this video into my daily practice.",0
13517,"Yes, I read the manual.Yes, I tried all of the optional settings.Yes, I gave this camera more than a fair chance to prove its worth.Bottom line: All of the problems that are in the other reviews are a reality, folks. The photos that this camera takes are simply not good enough.In my opinion, there are a lot of people out there that are taking a lot of crappy photos who either don't care or don't know the difference. This camera is apparently great for that type of person.If YOU care about the pictures you take, don't buy this camera.",0
13518,Da Back Wudz dispaly raw Atlanta rap and are definetly a rap group worth listening to. They are much better than many popular rap groups now such as Threesix Mafia and deserve more recognition for Wood Work. They are a group that we should see in the future,1
13520,Herman Gelvin's 'Transliterated Guide to the Yiddish Language' is a very good dictionary for those who do not read Hebrew characters. It contains lenghty sections E-Y and Y-E and of every word gives the translation both in Roman characters and in 'oyshes'.,1
13521,This is simpy a way to lose ones self. It is simply entertainment and one must accept that when purchasing rhis DVD.,1
13522,"I also think these are one of the better corn nuts flavors, and the Amazon description says ""no trans fat"" but the nutrition facts on the individual packages we received say 0.5g trans fat. I'm not sure which one is correct. They aren't expired or anything and I don't see the word hydrogenated in the ingredients. In any case I wouldn't overdo it on these, but they're tasty if you like corn nuts and nacho cheese.",1
13524,I sent these to a friend who has moved from the Philadelphia area where they do not sell TastyKakes. He was surprised and happy and to devour them!,1
13525,"OK, I've waited long enough.........Talk about taking your time?Does anyone, have ANY information, as to when Season 5 will be released?......It seems as though the seasons were coming out pretty fast....but now, it has come to complete halt!Any information would be Soooooooo apprieciated!....",1
13526,This is a great album from a lesser known band. The music is a great blend of hard rock sounds and melodic lyrics.,1
13528,I bought this item to keep track of the humidity in my apartment because I have a number of wooden musical instruments. I has allowed me to keep pace with the humidity and know that I need to put moisture in the air to protect my instruments. Any one who has things sensetive to humidity would do well to purchase one of these.,1
13530,"Made in China. Honestly, I hope I never need to use it! Definitely worth having in the house just in case. Nothing special to attract or detract from the product. Its a multi-traumal dressing.",1
13531,"My daughter's 2 1/2 years old now and still has fun sorting the blocks into shape, color, and ""group"" categories. I think this toy was a great aid in helping her understand these fundamentals.",1
13532,"The things I did not like about the watch:Digital display not as bright as indicated in the pictures, it is basically a negative LCD display.It is a bit heavy.Resin strap.Things I like:Day, date, time all displayed at the same time.Dual time zones.",1
13533,"and one of the best written books I ever read too. Emma Holly has a talent to write erotica with characters you really start to care about. They have depth and in the end you can only close the book with a big smile on your face.Also, the sex scenes are so good. With a lot of erotic novels I feel the urge to strangle someone, as the writing can be horrible, and the two dimensional characters go from one sex scene to another without any link. This book would be a great romance if you would leave half of the erotic scenes out of it.Then again, it wouldn't be as enjoyable *grins*This book is my first Emma Holly read, and definately not my last.",1
13534,"Item was just what I needed and wanted and may purchase another for another laptop so we can both hookup and possible PS3 purchase that is pending in the future, great price much cheaper than anywhere else I could have gotten it however it doesn't feel inexpensive feels more like something I would have paid alot more for",1
13535,"This item arrived well packed and undamaged. It looks exactly like the picture, was fairly easy to assemble and is sturdy and well made. Of course, it is an ""assembly required"" piece of furniture, but once put together, it looks like a really nice quality piece. My daughter loves it. It is sized for a child, and is too small for an adult. I think she'll be able to use it through age 11 or 12. It also has a convenient hole in the back of the hutch for her computer wire to poke through. I looked at this item EVERYWHERE including eBay, and Amazon was the cheapest of all. The chair comes included, so don't buy an extra chair separately!",1
13536,"I recently had a customer experience that I'd like to relate. I'm a homeowner who's experienced a problem with my garage door opener and wanted to fix it myself. I replaced the capacitor first and had good luck with the part. I received it fairly quickly and it did the trick. I then proceeded to make a rookie mistake and broke the optical interrupt wheel during testing. Having had a positive experience with North Shore the first time, I figured I'd find the wheel there. I ordered it and waited for it for 2 weeks and didn't see it. I contacted their ""sales department"" via email and was told the part had to ordered and it would ship that day. I said Ok and mentioned my disappointment that it would take 3 weeks to receive any part regardless of how small or inexpensive. I then mentioned, perhaps stupidly, that my Amazon review would reflect that. The response I received? ""I just canceled the order.... Go get it from someone else!""",0
13538,"The book ""Someone I Love Died"" is from my point of view the best. As a Pastoral Minister who deals with over 2000 children each week, one of the things I do is expain death to children. This is a concept that for them is very hard to understand. Why does God take someone they love away? This book expains clearly, correctly, the concept of death and what happens when someone dies. This understanding is done through the use of clear, concise, easy to understand language. I recommend this book to anyone who works with children or to a parent who are the first and primary educators of their children. This book is based on Christian values.",1
13539,"When I saw the Vegas show in December 2008 I was floored! I bought this DVD at the souvenir shop at Planet Hollywood expecting it to be the show I'd just seen. It's not, being exclusively NYC based, much shorter and lacking the humor and audience participation that made the show so charming. If you want a video that better represents the live show then buy the ""Stomp Live"" DVD, available here on Amazon for about $20 ($10 less than I paid for ""Stomp Out Loud"" at PH.) I just watched it and it's great! I still prefer the Vegas production which had a larger stage & cast, it seemed more lavish. Unfortunately the Vegas show has closed.",0
13540,"First some disclosure - I am acquainted with Hal Rothman in a professional capacity and I saw a couple of chapters before publication.Neon Metropolis is the best book I've read that explains the city I've lived in for nearly 3 years.Sure, it's easy to be ironic about Las Vegas and offer postmodern gobbledygook about what the city means. There are dozens of third rate writers and poets making unoriginal observations about Sin City. Hal tells it like it is for the folks who live here - in and outside of the gambling industry.Rothman is rigorous in his academic asessment of the city, yet the book is highly readable in explaining why Las Vegas is so successful at convincing ordinary folks like me, that I deserve to be strolling the lobby of the Bellagio with a Cosmopolitan in hand, contemplating a meal at a restaurant equivalent to a weeks pay.This is the one book I'll be recommending to newcomers to the city to get a grip on Las Vegas.",1
13541,"I believe you should post free catalogies to customers and online requesters.If there like it, then they will purchase after.",1
13543,"This was exactly what I needed for diving into Java. I'm a VB programmer and project manager. A friend highly recommended this book as one written for programmers (not novices), so I took his advice -- and he was right. Core Java 2 assumes I know the essentials already, and that I simply need to learn the language. If you're already a programmer with a language or two under your belt, and want to learn Java, I think you'll find this book to be what you're looking for.",1
13544,"This CD has a hefty price tag but it's well worth it because it is the best single-disc compilation of Dionne's early work. It includes her renderings of the best known compositions from the Bacharach/David songbook including ""Walk On By"", ""Anyone Who Had A Heart"", ""I Say A Little Prayer"" and ""Alfie"". It also includes some wonderful near-miss hit singles like the exquisite ""Looking With My Eyes"", on which Dionne punctuates her delicate pop phrasing with some gospel shouting. ""April Fools"" showcases Dionne's interpretive gift -- the rare singer whose voice caresses both the melody and the lyric. You won't be disappointed.",1
13545,I was so impressed with the cost and quality of this crate! I felt totally secure putting them on a flight in this crate and the cost was so low compared to the others I looked at! Great product!,1
13546,"I SAW WET WILLIE IN 1974 WITH GRANDFUNK AT THE PROVIDENCE CIVIC CENTER. THEY HAD JUST COME OUT WITH KEEP ON SMILING.i HAD TO BE HONEST WITH YOU FORGOTTEN ABOUT THEM. i WOULD HERE KEEP ON SMILING ON THE RADIO FROM TIME TO TIME AND SMILE WITH MEMORIES.WHEN I SAW THIS ON AMAZON, I JUST HAD TO BUY IT. I AM VERY HAPPY I DID. THESE GUYS ARE AWESOME. 33 YEARS LATER. I WISH THEY WOULD COME BACK EAST.I WOULD LIKE TO SEE THEM AGAIN LIVE.BUY THIS YOU WILL BE HAPPY YOU DID",1
13547,"I personally thought this dvd was very dull and boring. I understand I am only in my first trimester and may not be as restricted as others, but I felt like I was barely doing anything. This didn't seem like a ""workout"" to me at all- just 50 minutes of slow stretching. I wasn't challenged at all either. If you are looking for something that will keep you in shape I would look elsewhere. If you are looking for some VERY easy stretching then this might be the video for you. I do love yoga, but this one is just not for me- way too easy and boring.",0
13548,"This new kindle is the best ! .it does all it said it would and more! the 3g internet is a nice bonus too. I hope more books will come into it soon like tech. ones . I have no complaints. I got one for my sister and her husband and the love it too. the only other thing I have of recent memory that brings me this much pleasure , I was born with.",1
13549,My niece loves this set and plays with it often. She has made some very new and interesting concoctions with it.,1
13550,I was a Clay Fan until I hear this karoake music. This album does not take any chances with this self imposed pop idol. Hecame in second and now I can see why.,0
13551,"I bought this product 14 months ago. While it was working, I was not impressed: it's loud, doesn't get in corners, cleaning pattern doesn't make sense. After about 4-5 months the battery quit and the company sent me another one at no charge. However, now it's 2 months after the warranty expired, and the motor has died. The company offered to send me one at discounted price, but at roughly $300 a year, I said no thanks. I have no use now for the case of cleaning solution that I bought. I went to a steamer mop which works better in every way. Scooba is a good idea but it's still in the beta phase. Don't waste your money on this expensive, sub-quality product.",0
13552,"This product is ripped from the original in a way to capture your keystrokes and has a patch to make it work on your computer without a DVD.Play at your own risk if you don't value your privacy and passwords, .exe files have worms/trojans.Very upset amazon in your quality control, I'd expect this from eBay but not here...",0
13553,We have this one and the regular version. Both are filled with interesting and relevant information that make for a broad knowledge base in many areas of cultural literacy.,1
13554,"This gun is the cheapest nerf gun you could buy. Three of my friends got this gun, and it broke the same day. The darts fall out of the barrel all the time, it gets jammed, and surprisingly, is harder for the younger kids. I would reccomend any nerf gun but this one.",0
13555,"Are some of these 50 Cent CD's counterfeit. The track starts to play and cuts off, and then starts again a split second later, with some sound effects filling in the gabs...? 50 Cent is my main man and I cant imagine he'd be to impressed with this...",0
13557,"I installed this on my office computer & could not pick up a single station on AM or FM band, I tried re-installing it, re-positioning the device & all I ever got was static. I took it home & tried to install it on my desktop & laptop---nothing but static. My $9 clock radio works fine in the office, but not the Radio Shark. I live in a major urban area with plenty of stations within range & even plugged into an external antennae this junk would not work. Please note the range of customer reviews on this product---most people have given it bad to mediocre reviews. It is a total & complete waste of money.",0
13559,"I would have rated the Cuisinart a 4 star rating until I had problems with it and contacted Cuisinart about getting it replaced and they directed me to go on line at Amazon to have it replaced. I did and got a new one in two days with very little efford on my part. This says a lot about a company, any body can sell you something, it's when you have a problem with your purchase and how they resolve it. That moved them to a 5 star rating for Amazon and Cuisinart.",1
13560,"Probably not the last we'll hear from this lying, contemptuous of Congress cocaine-running weasel. If you really want to waste time reading this poorly written, self-aggrandizing drivel, go ahead, but don't say you weren't forwarned. North's adolescent fantasies of dare-doing and bravado are only matched by his meglomania and imagined self-righteousness. A real snoozer to boot. Wait for the Marvel Comics version, it's not far behind-",0
13562,At only 150ma discharge these batterys do not live up to the standards of energizer's other rechargable batteries. I have read that they only put out 7.2 volts as well. I have not checked this with my meter but will soon. Avoid this product.,0
13563,"Was very disappointed to receive this item and discover that it's all chrome, not white and chrome as it's pictured.",0
13564,"My husband ordered this, thinking it would be bigger. It's TINY! What a joke. This is way overpriced for the size. Lesson learned: read the product dimensions before clicking the order button. High return shipping charges make this not worth returning. What a waste of money.",0
13566,"This card will allow me to take photos and I can see them on the camera, but neither my iMac nor my PC will read the card, so to transfer the photos to the computer I have to use the USB cord to connect the camera to the computer. Major PIA. Not worth the money.",0
13567,"Not even my 6 year old could finish this horrible movie! Not worth the 1.30 redbox fee. The obvious deceitfulness of the production company is appalling, capitalizing on the release of Disneys Brave. Don't waste your time, trust me.",0
13568,"BORING. I was convinced to watch a sweet romantic comedy with my wife, but even she was disappointed by this slow-moving wreckage of a movie. The basic plot facts are that an author named Alex (Luke Wilson) has 30 days to write a novel or his loan sharks will kill him. The said loan sharks have also added some difficulty to his task by burning his computer (insert your ""frying the hard drive"" joke here) over the stove burner.So...in comes cute and perky Emma (Kate Hudson) as a stenographer to take notes for Luke since he apparently doesn't know how to write with a pencil. The story ends up reflecting Alex's real life, as he falls for Emma but still has feelings for a more glamorous woman.In short, the story moves so slowly I wanted to stick a cattle prod into the TV, and there were so many formulaic and predictable twists, my eyes are still rolled into the back of my head.Unless you are a big fan of either of the main characters, I advise you to keep your distance from this movie.",0
